class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
p,1.6,b,,g,f,a,,g,4.91,1.97,,s,n,,,f,f,,d,u
e,5.48,x,t,n,f,p,,n,7.33,12.65,,,e,,,f,f,,d,a
p,10.19,x,t,r,t,d,c,n,6.19,14.4,,,n,,,f,f,,d,u
e,8.21,x,h,n,t,p,,n,7.64,17.22,,,n,,w,t,p,,d,u
p,3.92,x,y,r,f,s,c,n,5.39,6.97,,y,l,,,t,e,u,g,a
p,7.68,x,,n,t,x,,u,7.99,18.55,s,,g,,u,f,f,,d,a
p,2.94,x,y,o,f,a,,y,2.9,5.8,,,o,,,f,f,,m,a
e,7.28,f,d,b,f,d,d,o,5.73,12.11,,,w,,,f,f,,d,a
p,2.05,b,,n,f,a,,g,5.15,1.96,,s,n,,,f,f,,d,a
e,8.57,x,h,n,t,p,,y,7.16,17.87,,,n,,w,t,p,,d,u
e,4.46,x,,r,f,a,,r,5.31,6.54,,,r,,,f,f,,d,u
e,7.88,x,e,l,f,x,c,w,7.21,19.28,,,w,,,f,f,,d,u
e,3.74,x,s,w,f,d,d,w,4.58,6.87,,,w,,,f,f,,m,a
e,4.27,x,,l,f,a,,r,5.42,7.7,,,w,,,f,f,,d,u
e,3.59,f,d,n,t,d,c,p,4.52,6.72,,,g,,,f,f,,d,u
e,11.96,x,s,n,t,e,,g,9.64,16.83,s,,w,,,t,l,,m,u
p,0.72,x,g,y,f,,,y,3.36,0.68,,,w,,,f,f,,d,u
p,3.28,x,t,n,f,s,c,p,5.16,8.78,,,w,,n,t,z,,d,a
p,3.0,f,w,o,t,d,c,n,3.61,6.31,,,n,,,f,f,,d,u
p,7.84,s,t,n,f,x,c,y,6.59,15.94,,,y,,,f,f,,d,a
e,7.36,x,y,e,f,,,w,7.19,21.95,b,,n,,w,t,e,,d,w
e,3.16,f,d,u,t,d,c,p,3.48,5.14,,,n,,,f,f,,d,a
e,7.63,f,,n,f,s,c,p,6.35,20.53,b,,u,,,f,f,,g,a
e,7.66,x,h,n,t,p,,y,6.93,16.38,,,n,,w,t,p,,d,a
e,7.8,f,g,o,f,s,,y,9.71,13.51,,i,o,,,f,f,,d,a
e,4.55,p,y,w,f,e,c,k,4.45,12.06,,,w,,w,t,e,,m,u
p,17.43,x,s,n,t,p,,e,10.12,29.61,c,,y,,,f,f,,d,a
p,2.88,x,d,w,f,a,d,p,3.38,2.4,,h,w,,,f,f,,g,a
p,4.61,x,h,o,f,a,c,n,4.5,5.62,,y,o,,,t,z,,d,a
e,3.29,b,g,w,f,x,d,w,4.66,2.91,,,y,,,f,f,,g,u
e,8.04,f,,n,t,,,w,9.39,15.89,b,,w,u,w,t,g,,d,a
p,6.65,s,d,o,f,d,c,y,3.94,7.23,,,y,,,f,f,,h,a
e,2.78,b,g,w,f,x,d,w,4.37,2.9,,,y,,,f,f,,g,u
p,3.83,f,l,n,f,x,d,n,5.41,5.12,,,n,,,f,f,,d,a
p,4.04,b,w,u,f,a,c,u,6.13,6.42,,s,u,,,f,f,,d,u
p,4.42,b,h,n,f,,,n,13.07,6.45,,,w,,,t,,k,g,u
p,4.89,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u
p,3.24,x,s,y,f,,c,r,8.61,8.23,,,y,u,w,t,z,r,d,a
e,17.29,f,y,n,f,,,w,25.59,21.9,s,,n,,,t,m,,m,u
e,9.15,f,,n,t,,,w,12.27,19.87,b,,w,u,w,t,g,,d,u
p,5.91,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u
p,3.61,b,t,n,f,,,k,10.08,6.32,,,w,,,t,,k,g,a
p,3.08,f,t,r,f,a,,r,5.05,6.67,,t,r,,,f,f,,d,a
e,2.19,s,y,n,f,d,d,p,6.97,3.11,,i,n,,,f,f,,l,u
e,9.43,p,i,n,t,e,,p,8.86,16.49,,y,w,,,t,l,,l,a
p,2.07,x,s,o,f,d,,o,2.86,5.42,,,o,,,f,f,,h,a
p,4.52,b,t,n,f,,,n,10.14,6.41,,,w,,,t,,k,g,u
p,5.47,x,y,n,f,a,c,n,11.69,11.16,,y,n,,,t,,,d,a
e,8.06,x,s,k,f,a,c,w,4.27,13.04,,,w,,,f,f,,d,u
e,7.5,f,t,o,f,s,,n,9.1,11.72,,i,o,,,f,f,,d,a
e,8.09,f,s,n,f,s,c,w,6.68,10.16,b,i,n,,,f,f,,m,a
e,10.84,x,y,n,f,,,w,7.51,25.03,b,,n,,w,t,e,,d,w
e,10.98,s,t,o,t,d,c,o,7.47,18.49,,,w,,,f,f,,d,u
p,10.16,x,t,r,t,d,c,n,6.62,14.12,,,n,,,f,f,,d,a
p,1.33,b,h,n,f,a,,n,3.99,1.44,,t,n,,,f,f,,h,s
p,5.26,b,s,e,f,e,,y,6.76,7.77,,,o,,,f,f,,m,a
p,11.36,x,e,y,t,p,,o,6.11,24.48,,,e,,,f,f,,d,a
e,4.18,x,s,e,f,a,c,e,4.63,6.78,,,o,,,f,f,,m,u
e,3.0,x,,y,f,a,c,y,4.01,8.65,,,w,,,f,f,,d,u
p,4.09,x,,e,f,,c,g,3.22,11.88,,,y,,,f,f,,d,a
p,3.94,c,e,y,t,x,c,p,4.66,11.38,,,w,,,f,f,,g,a
p,3.09,c,,u,f,a,c,n,3.27,3.44,,i,u,,,f,f,,d,u
e,3.23,s,,y,f,f,f,f,6.24,7.12,,,y,,,f,f,,d,a
e,7.3,f,s,b,f,d,d,b,6.5,12.88,,,w,,,f,f,,m,a
e,8.27,f,d,b,f,d,d,o,5.16,12.11,,,w,,,f,f,,d,w
e,4.05,f,d,p,t,d,c,p,4.84,6.02,,,g,,,f,f,,d,u
p,9.39,x,t,r,t,d,c,n,5.11,13.36,,,n,,,f,f,,d,u
p,7.54,x,g,n,f,e,,w,7.37,14.53,,y,w,u,w,t,p,,d,u
p,10.98,x,i,y,f,a,,o,15.98,27.4,r,,y,,,t,r,n,d,a
e,6.03,p,,n,f,f,f,f,5.99,22.13,,,n,,,f,f,,d,s
p,0.54,f,,o,f,d,,o,4.04,0.84,,,y,,,f,f,w,g,u
p,1.44,b,g,n,f,,c,n,4.53,2.39,,,n,,,f,f,,m,s
e,7.88,o,,n,f,,,w,4.55,23.58,,,n,,,f,f,,d,a
p,4.08,f,,e,f,x,,w,5.36,6.85,,,w,,,f,f,,d,a
p,4.81,s,,e,t,d,c,w,4.19,4.7,,,n,,,f,f,,d,a
e,4.29,x,,y,f,a,c,y,3.69,7.86,,,w,,,f,f,,d,a
p,6.32,b,y,n,f,,,k,12.83,13.05,,s,w,,,t,z,,d,a
e,5.68,s,t,w,t,d,c,o,5.76,16.69,,,w,,,f,f,,d,u
p,6.03,c,k,w,t,x,c,r,5.17,13.2,,,w,,,f,f,,g,a
e,10.78,x,y,e,f,,,w,8.96,28.25,b,,n,,w,t,e,,d,w
p,1.34,x,g,y,f,d,d,n,1.91,2.31,,s,n,,,f,f,,h,u
p,15.56,x,d,k,f,p,,y,5.41,34.37,,,n,,,f,f,,d,a
e,10.95,x,,n,t,,,w,12.19,21.06,b,,w,u,w,t,g,,d,u
p,2.4,x,g,n,f,a,,p,7.74,2.64,,,w,,,f,f,,d,a
p,8.18,f,y,y,f,s,c,y,6.5,18.18,,y,e,,,f,f,,d,a
e,18.88,p,y,w,f,,,w,23.9,20.0,s,,n,,,t,m,,d,u
p,11.95,x,e,n,t,p,,y,8.6,30.84,c,,y,,,f,f,,d,u
e,3.32,f,s,w,f,d,d,w,3.92,6.26,,,w,,,f,f,,m,w
p,1.25,s,s,y,f,f,f,f,3.83,5.55,,,y,,,f,f,,d,u
p,3.79,x,s,o,f,a,c,y,5.66,6.67,,g,o,,,f,f,,g,a
p,6.69,s,h,n,t,d,,w,4.59,11.54,,t,r,,,f,f,,d,u
e,9.68,f,,g,f,s,c,p,8.17,22.65,b,,u,,,f,f,,g,a
p,3.29,b,s,y,f,,c,y,7.87,6.52,,,y,u,w,t,z,k,d,s
p,10.52,f,,w,f,x,c,w,11.4,12.29,r,i,w,,,f,f,,d,a
e,11.87,x,s,y,f,d,d,w,8.37,13.99,,i,n,,,t,,w,d,w
p,3.52,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,s
e,6.26,x,h,n,f,x,c,n,4.7,5.5,,s,n,,,t,r,,d,s
e,7.94,x,t,n,f,p,d,y,6.98,11.96,,s,n,,,f,f,,g,a
e,4.67,s,,n,f,d,c,w,5.57,8.44,,s,w,,,f,f,,h,a
e,6.19,x,l,w,f,d,,w,3.55,8.85,,,w,,,f,f,,d,u
e,17.34,p,d,n,f,p,,w,15.9,34.92,s,y,w,,,f,f,,d,u
e,3.45,f,s,w,f,d,d,w,3.37,6.47,,,w,,,f,f,,m,w
p,2.32,x,g,n,f,a,,w,7.27,2.51,,,w,,,f,f,,d,a
p,4.92,x,e,e,f,a,,w,7.42,9.23,,,n,,w,t,z,,d,a
e,11.15,f,,l,f,s,c,b,6.98,17.86,,,u,,,f,f,,d,w
p,6.12,x,s,r,t,s,d,w,5.56,15.39,r,i,n,,,f,f,,d,a
e,3.27,x,,y,f,a,c,o,3.36,10.44,,,w,,,f,f,,d,u
e,8.35,f,s,w,f,s,c,w,7.19,30.1,,,w,,,f,f,,m,u
e,8.0,x,t,y,t,x,c,y,7.9,17.33,,,w,,,f,f,,d,u
p,12.94,x,k,n,t,p,,o,9.48,30.9,c,,y,,,f,f,,d,u
p,3.01,b,,k,f,a,,n,10.23,2.81,,,g,,w,f,f,k,g,u
p,7.6,x,w,p,f,s,c,p,4.22,10.16,,,p,,,f,f,,d,a
p,1.71,b,h,n,f,a,,n,4.46,1.59,,t,n,,,f,f,,d,u
e,10.19,p,y,w,f,e,c,k,24.65,14.29,,s,w,,,t,e,,d,s
p,8.4,p,,n,f,p,,p,12.66,32.97,c,,n,,,f,f,w,d,a
p,4.09,o,,w,f,f,f,f,5.07,30.65,,g,w,,,t,f,,d,a
p,5.45,f,,y,f,s,d,y,4.88,12.13,,i,y,,,f,f,,d,a
p,3.61,s,,n,t,d,c,w,6.19,5.85,,,n,,,f,f,,d,a
p,3.44,s,w,u,f,a,c,u,5.64,6.15,,s,u,,,f,f,,l,a
e,11.82,s,t,p,t,d,c,o,5.94,17.4,,,w,,,f,f,,d,a
p,3.46,o,,w,f,f,f,f,5.29,30.99,,g,w,,,t,f,,p,a
e,12.23,x,,n,t,,,w,11.74,17.89,b,,w,u,w,t,g,,d,u
e,7.27,x,h,n,f,e,,w,13.86,14.07,,s,w,u,w,f,f,,d,a
p,6.88,f,d,n,f,a,c,y,6.28,7.77,,i,y,,,t,,,d,a
p,4.49,x,h,n,f,a,c,n,4.59,6.21,,y,o,,,t,z,,d,w
e,5.8,x,y,n,f,e,c,p,4.89,9.1,,y,n,,,f,f,,d,u
p,6.68,x,y,y,f,a,c,n,11.55,10.34,,y,n,,,t,,,d,u
e,13.68,p,y,w,f,,,w,27.46,17.92,s,,n,,,t,m,,m,u
p,6.01,x,e,e,f,a,,n,7.81,9.32,,,n,,w,t,z,,d,a
e,5.93,o,,n,f,,,w,4.26,23.37,,,n,,,f,f,,d,u
e,10.51,s,t,w,t,d,c,o,6.03,17.29,,,w,,,f,f,,d,a
p,1.73,b,,n,f,a,,g,4.56,1.96,,s,g,,,f,f,,d,u
e,3.59,s,d,n,t,d,c,p,4.36,5.95,,,n,,,f,f,,d,a
e,7.86,p,,n,f,a,,w,7.72,13.65,,,g,,,f,f,,d,a
p,1.97,c,h,n,f,,,n,7.21,3.2,,,y,,,f,f,,g,a
e,9.93,x,h,n,t,p,,y,8.35,17.92,,,n,,w,t,p,,d,a
e,10.66,x,h,n,t,p,,y,9.46,22.53,,,n,,,f,f,,d,u
e,11.07,p,s,n,t,e,,n,8.94,17.22,s,,w,,,t,r,,m,a
p,8.06,p,y,w,f,,,p,16.61,18.32,,,w,,,f,f,,d,a
e,4.44,x,t,o,f,p,,n,5.84,11.12,,,n,,,f,f,,d,u
p,4.93,x,,p,f,,c,g,3.81,12.19,,,y,,,f,f,,d,a
p,0.76,x,g,p,f,a,,p,4.27,1.0,,s,k,,,f,f,,d,s
p,6.88,f,,r,f,x,c,n,6.95,11.43,,,w,,,f,f,,d,a
e,0.87,b,g,w,f,,,g,2.83,1.48,,,w,,,f,f,,d,s
p,8.33,f,,y,f,x,c,y,7.08,13.84,,,w,,,f,f,,d,u
e,8.45,o,,n,f,,,w,3.67,18.62,,,n,,,f,f,,d,u
p,4.4,x,,y,f,s,d,y,4.6,9.25,,i,y,,,f,f,,d,a
e,3.64,x,s,p,f,a,c,o,4.21,6.32,,,e,,,f,f,,g,u
e,2.97,b,y,n,f,,c,n,6.38,2.68,,,w,,,f,f,,d,s
e,6.22,x,d,y,t,p,,y,8.46,16.31,,,y,,,f,f,,d,u
e,1.45,c,g,n,f,a,,g,4.97,1.58,,,g,,,f,f,,l,a
p,9.73,o,t,y,f,,c,o,1.5,17.08,,,y,,,f,f,,d,w
e,9.09,f,d,w,f,s,c,w,7.96,35.32,,,w,,,f,f,,d,s
p,2.35,f,i,k,f,a,,p,4.44,2.56,,,w,,,f,f,p,g,u
e,7.64,x,,g,f,a,,w,6.94,13.34,,,w,,,f,f,,g,a
p,8.33,x,y,n,f,a,c,n,13.9,14.6,,y,n,,,t,,,d,u
e,6.24,x,h,y,t,x,c,y,7.06,15.11,,,w,,,f,f,,d,u
p,5.59,s,h,r,t,d,,w,4.09,10.69,,t,r,,,f,f,,d,u
p,1.84,p,t,n,f,a,c,g,7.6,2.64,,t,y,,,t,e,,m,u
e,6.29,x,d,y,t,p,,y,6.25,12.92,,,y,,,f,f,,d,u
p,2.5,x,g,e,f,a,,p,5.36,2.21,,,w,,,f,f,,d,u
p,3.01,x,h,o,f,a,c,n,5.24,6.48,,y,n,,,t,z,,d,w
p,5.12,x,i,o,f,e,,k,6.98,7.56,,,k,,,f,f,,g,u
e,8.39,x,,n,t,,,w,12.33,19.25,b,,w,u,w,t,g,,d,u
e,3.92,x,,y,f,a,c,o,4.59,10.83,,,w,,,f,f,,d,a
p,14.94,x,s,n,t,p,,o,8.89,29.5,c,,y,,,f,f,,d,u
p,14.19,f,g,o,f,e,,w,17.83,18.3,s,y,w,u,w,t,p,,d,w
e,55.2,o,y,y,f,p,,y,6.02,27.73,,k,k,,,f,f,,d,s
p,16.16,f,k,n,f,d,c,y,6.03,35.35,,k,n,,,f,f,,d,u
p,4.38,f,,n,f,x,c,p,7.84,4.47,,,p,,,f,f,,d,u
p,4.69,c,e,w,t,x,c,y,4.64,11.84,,,w,,,f,f,,d,s
e,3.58,b,g,n,f,x,d,w,4.09,2.95,,,y,,,f,f,,g,a
p,7.8,f,y,u,f,s,c,y,7.25,18.21,,y,y,,,f,f,,d,a
p,10.54,x,i,o,f,a,,y,9.76,18.39,r,,y,,,t,r,n,d,u
p,18.82,f,d,e,f,p,,y,5.77,42.83,,,n,,,f,f,,d,w
p,8.7,s,,o,t,d,,o,5.02,12.99,,,w,,,t,f,,d,a
p,0.66,x,g,y,f,,,y,3.44,0.75,,,y,,,f,f,,d,a
e,3.03,b,y,n,f,,c,k,6.21,2.67,,,w,,,f,f,,d,a
p,2.79,f,s,w,f,d,c,w,3.15,7.68,,,w,,,f,f,,g,u
e,3.78,x,d,n,f,p,,y,4.1,9.71,,,y,,,f,f,,d,a
e,3.28,x,d,n,f,p,,n,3.94,9.45,,,y,,,f,f,,d,a
e,3.04,b,y,n,f,,c,n,6.43,3.38,,,w,,,f,f,,d,s
p,0.76,x,g,n,f,a,,p,3.82,0.91,,s,k,,,f,f,,d,w
e,11.59,s,,w,t,d,c,w,6.02,25.43,,,w,,,f,f,,d,u
e,5.27,x,i,n,f,e,c,p,4.54,12.31,,,w,,,t,l,,w,u
p,12.67,f,,g,f,e,,w,11.4,15.51,,,w,u,w,t,g,,d,u
e,4.26,x,s,o,f,p,,n,5.07,12.3,,,n,,,f,f,,d,u
p,8.52,x,y,n,f,a,c,n,11.13,11.83,,y,y,,,t,,,d,a
e,13.24,f,,n,t,,,w,10.73,16.39,b,,w,u,w,t,g,,d,a
p,10.44,f,t,r,t,d,c,n,6.25,14.7,,,n,,,f,f,,d,u
e,7.77,s,l,w,f,d,,p,3.51,10.28,,,w,,,f,f,,d,u
p,1.04,x,g,w,f,a,d,w,2.78,1.56,,,n,,,f,f,,d,a
p,3.48,b,s,y,f,,c,k,8.85,7.29,,,y,u,w,t,z,k,d,a
p,2.86,b,y,e,f,e,c,n,4.42,3.53,,k,w,,,t,e,,d,u
p,8.01,f,y,e,f,s,c,y,8.55,21.41,,y,e,,,f,f,,d,a
e,1.23,s,y,n,f,d,d,p,4.56,2.6,,i,n,,,f,f,,l,u
p,7.17,o,,e,f,f,f,f,2.69,24.99,,g,n,,,f,f,,d,u
p,2.6,b,,n,f,a,,k,10.06,2.41,,,g,,w,f,f,k,g,a
p,12.94,o,,n,f,f,f,f,4.24,25.86,,g,n,,,f,f,,d,u
p,6.55,x,,g,f,d,c,w,6.24,10.82,b,,n,,,f,f,,l,a
e,4.85,x,s,n,f,p,,n,5.27,11.85,,,n,,,f,f,,d,a
e,9.18,x,s,n,t,p,,y,8.05,18.17,,,n,,w,t,p,,d,u
p,7.25,s,d,e,t,d,c,w,5.84,8.65,,,e,,,f,f,,d,a
p,8.55,f,h,e,f,x,d,w,6.26,17.58,b,,w,,,f,f,,d,a
e,5.03,s,l,n,f,f,f,f,7.43,44.99,,,n,,,f,f,g,l,w
e,11.05,x,w,n,f,p,,y,18.83,73.44,,,n,,,f,f,,d,u
e,5.3,x,y,n,f,s,,g,5.05,7.04,,,w,,,f,f,,d,a
p,4.0,x,y,y,f,a,,w,5.39,3.48,,y,y,,,t,r,,h,u
p,3.69,x,s,y,f,,c,k,8.82,6.8,,,y,u,w,t,z,k,d,s
e,18.5,x,d,e,f,p,,n,18.06,36.24,s,y,w,,,f,f,,d,u
p,4.85,x,h,y,f,a,c,y,6.26,8.74,,g,o,,,f,f,,g,a
p,8.38,s,,y,t,d,,o,4.5,11.98,,,w,,,t,f,,d,a
e,45.53,o,y,y,f,p,,y,6.26,24.57,,k,k,,,f,f,,d,s
p,10.38,x,,n,t,x,,n,10.24,19.04,s,,u,,u,f,f,,d,a
p,4.48,o,s,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
p,3.82,o,,w,f,f,f,f,4.88,28.6,,g,w,,,t,f,,d,a
p,3.84,x,h,n,f,a,c,n,4.42,5.15,,y,n,,,t,z,,d,w
p,1.57,x,g,n,f,d,d,n,2.41,2.65,,s,n,,,f,f,,d,u
p,4.15,f,d,n,f,a,c,y,4.47,5.18,,i,n,,,t,,,d,u
e,4.27,b,g,n,f,a,d,g,6.26,3.69,,s,n,,,f,f,,d,a
p,6.13,x,i,e,f,e,,k,6.45,7.38,,,k,,,f,f,,g,a
p,20.68,x,k,w,t,d,d,w,7.72,33.75,,,w,,,f,f,,d,a
p,6.14,s,t,g,t,d,,g,4.54,12.12,,t,r,,,f,f,,d,a
e,7.63,f,,y,f,a,c,w,5.02,12.89,,,g,,,f,f,,d,a
p,5.32,b,y,n,f,,,w,8.86,12.29,,s,w,,,t,z,,d,s
p,1.58,x,k,n,f,,,n,3.72,1.33,,,n,,,f,f,,d,a
p,0.69,x,g,y,f,,,y,3.48,0.8,,,y,,,f,f,,d,u
p,1.49,b,h,n,f,a,,n,4.07,1.48,,t,n,,,f,f,,h,s
e,1.01,p,g,w,f,,,g,2.95,1.51,,,w,,,f,f,,d,a
p,10.08,x,t,n,f,a,d,w,10.09,23.98,,,w,,,f,f,,d,u
e,46.89,o,y,y,f,p,,y,7.17,38.72,,k,k,,,f,f,,d,u
p,4.35,b,y,e,f,e,c,w,5.54,3.87,,k,w,,,t,e,,d,u
p,4.37,f,,n,f,x,c,p,9.7,4.62,,,n,,,f,f,,l,u
e,6.28,s,,n,f,d,c,w,5.09,8.43,,s,w,,,f,f,,l,a
e,7.62,x,d,y,t,p,,r,6.21,12.33,,,e,,,f,f,,d,u
e,1.65,x,w,n,f,,d,g,4.98,2.59,,,w,,,f,f,,d,a
p,4.74,b,s,o,f,e,,y,6.65,7.76,,,o,,,f,f,,g,u
p,2.19,x,i,k,f,a,,p,3.64,2.63,,,w,,,f,f,p,g,a
p,2.86,s,w,n,t,d,c,n,3.48,5.74,,,n,,,f,f,,d,u
e,7.54,x,s,n,f,e,c,w,6.32,9.02,,i,w,,,f,f,p,d,a
p,3.94,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,u
p,2.43,p,t,n,f,a,c,n,6.48,2.46,,t,y,,,t,e,,m,a
p,8.95,f,,n,f,x,c,w,9.46,11.47,r,i,w,,,f,f,,h,u
e,2.28,f,t,o,f,a,d,y,7.06,5.44,,s,o,,,f,f,,d,a
e,7.68,f,s,n,f,s,c,w,6.45,10.72,b,i,w,,,f,f,,l,a
p,3.01,f,w,n,t,d,c,y,3.46,6.2,,,n,,,f,f,,d,u
p,4.15,o,t,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u
e,5.44,c,h,n,f,e,,w,11.59,12.12,,s,w,u,w,f,f,,d,u
e,8.44,s,,u,f,s,c,b,6.71,19.0,,,b,,,f,f,,l,a
p,2.76,b,,g,f,a,,k,8.41,2.38,,,n,,w,f,f,k,g,a
e,2.98,x,d,o,f,a,c,o,4.01,6.33,,,o,,,f,f,,m,u
p,8.1,f,y,u,f,s,c,y,7.29,17.46,,y,u,,,f,f,,d,a
p,3.92,x,,w,f,x,c,p,8.18,4.75,,,p,,,f,f,,d,u
p,4.82,c,i,y,f,,c,n,6.07,6.69,,,w,,,f,f,,d,u
e,4.71,b,g,g,f,a,d,g,5.36,3.52,,s,n,,,f,f,,d,u
p,4.84,x,s,o,f,a,c,y,6.36,7.8,,g,o,,,f,f,,g,u
p,4.35,o,s,y,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,a
e,51.39,o,y,y,f,p,,y,6.33,25.86,,k,n,,,f,f,,d,u
e,8.02,f,,p,f,x,c,w,6.75,18.65,,s,w,,,f,f,,d,u
p,3.42,o,,k,f,f,f,f,3.8,16.43,,g,g,,,f,f,,d,a
p,6.48,f,h,n,f,x,,w,11.97,7.03,r,g,n,,,f,f,,d,a
p,24.19,x,d,n,f,p,,y,5.63,45.37,,,n,,,f,f,,d,a
p,3.99,o,s,o,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,a
p,3.56,x,y,n,f,a,,w,5.93,3.66,,y,y,,,t,r,,g,a
e,19.16,p,w,n,f,p,,y,20.41,82.65,,,n,,,f,f,,d,u
e,7.08,x,w,y,f,f,f,f,6.65,15.77,,,y,,,f,f,,d,a
p,3.59,f,k,w,f,s,,p,3.64,2.75,,,n,,,f,f,p,g,a
e,19.5,p,y,w,f,,,w,26.85,20.03,s,,n,,,t,m,,m,a
e,11.86,p,s,w,t,e,,g,10.38,17.06,s,,w,,,t,l,,m,a
p,6.34,f,h,n,f,x,,w,14.43,7.63,r,g,n,,,f,f,,d,a
p,1.42,b,h,n,f,a,,n,3.91,1.3,,t,n,,,f,f,,g,a
p,5.3,x,s,y,f,a,c,y,6.2,8.23,,g,o,,,f,f,,g,a
e,19.04,f,y,w,f,,,w,30.86,22.87,s,,n,,,t,m,,d,u
p,7.1,x,y,y,f,a,c,y,8.18,9.87,,y,y,,,t,,,d,a
e,1.4,x,t,n,f,a,,w,6.15,2.27,,t,y,,,f,f,,g,u
e,7.18,x,,n,f,x,c,w,6.84,18.42,,s,w,,,f,f,,d,u
e,2.84,b,y,n,f,,c,k,6.53,2.8,,,w,,,f,f,,d,w
e,9.68,x,s,n,t,p,,y,8.31,17.77,,,n,,w,t,p,,d,u
e,4.06,f,h,n,f,,c,n,6.79,6.93,,s,w,,w,f,f,k,d,a
p,10.2,x,e,y,t,p,,e,7.78,21.87,,,e,,,f,f,,d,u
e,4.45,x,,w,f,x,c,n,8.21,9.27,b,,w,,w,t,,,d,s
e,3.63,x,d,n,f,p,,n,4.1,9.13,,,n,,,f,f,,d,a
e,7.61,o,,n,f,,,w,4.29,19.64,,,n,,,f,f,,d,u
p,5.52,c,k,y,t,x,c,p,7.6,13.25,,,w,,,f,f,,g,a
e,13.69,s,e,g,f,d,c,w,8.38,21.99,s,,w,,,f,f,,d,w
p,2.61,b,y,n,f,,c,w,5.8,4.37,s,s,w,,,f,f,,d,a
e,4.32,s,d,u,t,d,c,p,5.08,6.52,,,n,,,f,f,,d,a
e,7.55,f,s,w,f,s,c,w,5.3,29.66,,,w,,,f,f,,d,u
p,7.83,f,t,y,f,x,c,y,5.98,15.68,,,y,,,f,f,,d,a
e,9.44,x,h,n,t,p,,y,7.46,21.98,,,n,,,f,f,,d,a
p,0.95,x,g,p,f,a,,n,4.23,1.08,,h,k,,,f,f,,d,s
e,9.04,f,y,w,f,e,c,k,11.79,11.99,,s,w,,,t,e,,g,s
e,0.85,c,g,e,t,a,,w,4.5,0.95,,,n,,,f,f,,d,u
p,4.27,x,t,l,f,s,c,u,6.87,7.67,,y,l,,,t,e,k,d,a
e,8.73,f,t,o,f,s,,n,9.63,14.06,,i,n,,,f,f,,d,a
e,4.26,x,,l,f,d,,r,6.54,6.77,,,w,,,f,f,,d,a
e,1.58,x,w,g,f,,d,g,5.43,2.42,,,w,,,f,f,,g,u
p,8.73,x,h,r,f,,c,w,11.43,17.28,,,w,u,w,t,p,,d,a
e,6.61,x,s,u,f,a,c,w,4.13,14.41,,,w,,,f,f,,d,a
p,10.79,x,d,y,f,a,,y,16.28,27.68,r,,y,,,t,r,n,d,u
e,7.68,f,g,n,f,s,,y,9.37,12.63,,t,o,,,f,f,,d,a
e,8.56,x,e,g,f,d,c,w,8.16,23.85,s,,w,,,f,f,,d,w
p,3.08,f,l,e,f,x,d,n,3.16,4.29,,,y,,,f,f,,l,u
e,4.03,f,d,n,t,d,c,p,4.07,6.19,,,g,,,f,f,,d,a
e,5.57,x,s,b,f,x,c,w,6.91,9.63,,s,n,,,f,f,,l,w
p,8.86,x,e,n,f,a,,n,10.17,14.49,s,,n,,e,f,f,,d,a
e,10.73,x,h,n,t,p,,y,8.28,22.28,,,n,,,f,f,,d,u
e,9.18,x,e,l,f,x,c,w,7.39,20.48,,,w,,,f,f,,d,a
e,9.59,s,,n,f,,,w,4.81,22.59,,,n,,,f,f,,d,a
p,5.48,c,k,y,t,x,c,p,6.7,12.25,,,w,,,f,f,,g,s
e,2.5,f,y,n,f,d,d,p,5.39,2.59,,i,n,,,f,f,,l,a
p,4.55,x,i,o,f,e,,k,5.91,7.38,,,k,,,f,f,,g,u
p,1.43,x,,n,f,,,n,4.65,2.38,,s,n,,,f,f,k,g,a
p,7.96,x,g,n,f,e,,w,8.64,15.03,,y,w,u,w,t,p,,d,a
p,3.09,o,,k,f,f,f,f,4.12,18.47,,g,n,,,f,f,,d,a
e,1.45,c,g,n,f,a,,w,4.88,1.55,,,g,,,f,f,,l,u
e,7.24,f,s,w,f,e,c,k,5.86,12.9,,,w,,w,t,e,,m,a
e,8.94,x,y,e,f,,,w,5.84,24.69,b,,n,,w,t,e,,d,w
e,8.83,x,,g,t,p,,g,12.71,27.01,,y,w,,,f,f,,d,a
e,6.11,x,y,n,f,e,c,w,5.25,10.12,,y,n,,,f,f,,d,a
e,4.31,x,,w,f,x,c,n,7.98,8.8,b,,w,,w,t,,,g,a
p,1.96,c,h,n,f,,,n,7.22,2.97,,,y,,,f,f,,g,a
p,6.0,x,w,p,f,s,c,p,4.22,9.71,,,p,,,f,f,,d,a
